Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera,Lifestyle
ind-DNK_MH0323_k99_146764,Industrial,Industrial,Industrial,preVC_451,Clustered,VC_451_0,2.0,0.5229,0.88674192,4.69041575982343,0.4637,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0323_k99_146769,Industrial,Industrial,Industrial,preVC_294,Clustered,VC_294_0,5.0,0.2382,0.9999996,1.6607183418065723,0.2382,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0323_k99_74886_1,Industrial,Industrial,Industrial,preVC_235,Clustered,VC_235_4,7.0,0.3056,1.0,3.25392585998407,0.3056,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0323_k99_79098_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0325_k99_126884,Industrial,Industrial,Industrial,preVC_105,Clustered,VC_105_0,31.0,0.8203,1.0,4.894978314162693,0.8203,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0325_k99_126887,Industrial,Industrial,Industrial,preVC_196,Clustered,VC_196_0,5.0,0.8887,0.99732938,3.1029656956841114,0.8863,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0325_k99_17185_1,Industrial,Industrial,Industrial,preVC_45,Clustered,VC_45_0,23.0,0.7621,1.0,5.63299317366044,0.7621,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0325_k99_37871_1,Industrial,Industrial,Industrial,preVC_159,Clustered,VC_159_0,5.0,0.6027,0.99999974,4.37166444288629,0.6027,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0325_k99_5500,Industrial,Industrial,Industrial,preVC_98,Clustered,VC_98_0,4.0,0.1111,0.99997034,4.543438714664843,0.1111,1.0,1.0,1.0,0.0,Lytic
ind-DNK_MH0326_k99_102486_1,Industrial,Industrial,Industrial,preVC_36,Clustered,VC_36_0,25.0,0.8407,1.0,3.2084618429126976,0.8407,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0326_k99_102679_1,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Temperate
ind-DNK_MH0326_k99_106611_1,Industrial,Industrial,Industrial,,Overlap (VC_150/VC_151),,,,,,,,,,,Temperate
ind-DNK_MH0326_k99_115592_1,Industrial,Industrial,Industrial,preVC_456,Clustered,VC_456_0,4.0,0.6113,0.99989038,3.533013907631831,0.6112,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0326_k99_133754,Industrial,Industrial,Industrial,preVC_254,Clustered,VC_254_0,32.0,0.916,1.0,1.3639119772167403,0.916,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0326_k99_146297,Industrial,Industrial,Industrial,,Overlap (VC_458/VC_459),,,,,,,,,,,Lytic
ind-DNK_MH0326_k99_56730_1,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_8,36.0,0.3807,1.0,7.639099576686823,0.3807,0.8905,0.0,0.0,0.0,Temperate
ind-DNK_MH0326_k99_70635,Industrial,Industrial,Industrial,preVC_254,Clustered,VC_254_0,32.0,0.916,1.0,1.3639119772167403,0.916,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0327_k99_33072,Industrial,Industrial,Industrial,preVC_118,Clustered,VC_118_0,19.0,0.804,1.0,6.437341114241534,0.804,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0328_k99_107164_1,Industrial,Industrial,Industrial,preVC_403,Clustered,VC_403_3,26.0,0.4371,1.0,8.205181042308565,0.4371,0.9108,1.0,1.0,0.0,Temperate
ind-DNK_MH0328_k99_144741,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Lytic
ind-DNK_MH0328_k99_144744,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_3,19.0,0.3013,1.0,7.568251428026508,0.3013,0.8772,0.0,0.0,0.0,Lytic
ind-DNK_MH0328_k99_18171,Industrial,Industrial,Industrial,preVC_16,Clustered,VC_16_3,11.0,0.2949,1.0,4.717514033230107,0.2949,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0329_k99_124996,Industrial,Industrial,Industrial,,Overlap (VC_384/VC_386),,,,,,,,,,,Lytic
ind-DNK_MH0329_k99_17697,Industrial,Industrial,Industrial,preVC_32,Clustered,VC_32_0,16.0,0.6959,1.0,7.846948744920921,0.6959,0.8083,1.0,1.0,1.0,Lytic
ind-DNK_MH0329_k99_41461_1,Industrial,Industrial,Industrial,preVC_142,Clustered,VC_142_0,17.0,0.6949,1.0,5.66525437026348,0.6949,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0329_k99_61568,Industrial,Industrial,Industrial,preVC_477,Clustered,VC_477_0,19.0,0.7346,1.0,7.876134767812843,0.7346,0.9591,0.0,0.0,0.0,Lytic
ind-DNK_MH0329_k99_8786_1,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Temperate
ind-DNK_MH0332_k99_305,Industrial,Industrial,Industrial,preVC_233,Clustered,VC_233_0,20.0,0.6645,1.0,3.410185645934525,0.6645,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0332_k99_65414,Industrial,Industrial,Industrial,preVC_131,Clustered,VC_131_1,12.0,0.4384,1.0,6.0635317371242605,0.4384,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0332_k99_65415,Industrial,Industrial,Industrial,preVC_105,Clustered,VC_105_0,31.0,0.8203,1.0,4.894978314162693,0.8203,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0334_k99_49519_1,Industrial,Industrial,Industrial,preVC_176,Clustered,VC_176_0,21.0,0.6277,1.0,7.425921942241447,0.6277,0.8571,1.0,1.0,1.0,Temperate
ind-DNK_MH0334_k99_7781_1,Industrial,Industrial,Industrial,preVC_252,Clustered,VC_252_0,4.0,0.7035,0.99991797,5.575088595428376,0.7035,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0335_k99_11897,Industrial,Industrial,Industrial,preVC_103,Clustered,VC_103_0,38.0,0.7091,1.0,5.341678186294121,0.7091,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0335_k99_67797_1,Industrial,Industrial,Industrial,preVC_116,Clustered,VC_116_0,8.0,0.2664,1.0,6.453909267155789,0.2664,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0335_k99_75658,Industrial,Industrial,Industrial,preVC_481,Clustered,VC_481_0,3.0,0.3804,0.99506217,7.831156767171753,0.3785,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0336_k99_144630,Industrial,Industrial,Industrial,preVC_101,Clustered,VC_101_0,32.0,0.9165,1.0,3.9767114765506895,0.9165,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0336_k99_144654,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0336_k99_47534_1,Industrial,Industrial,Industrial,preVC_142,Clustered,VC_142_0,17.0,0.6949,1.0,5.66525437026348,0.6949,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0337_k99_100530,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0337_k99_101983,Industrial,Industrial,Industrial,preVC_262,Clustered,VC_262_0,14.0,0.7918,1.0,4.320663491629154,0.7918,1.0,1.0,1.0,0.0,Lytic
ind-DNK_MH0337_k99_102039,Industrial,Industrial,Industrial,preVC_490,Clustered,VC_490_0,7.0,0.3303,0.99870726,1.4720186045270394,0.3299,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0337_k99_102042,Industrial,Industrial,Industrial,preVC_96,Clustered,VC_96_0,40.0,0.8309,1.0,4.911738881642996,0.8309,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0337_k99_2368_1,Industrial,Industrial,Industrial,preVC_117,Clustered,VC_117_0,7.0,0.7101,1.0,4.539356695075629,0.7101,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0337_k99_77257_1,Industrial,Industrial,Industrial,preVC_38,Clustered,VC_38_0,13.0,0.5998,1.0,3.881003808287095,0.5998,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0338_k99_144401,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0338_k99_155755,Industrial,Industrial,Industrial,preVC_213,Clustered,VC_213_0,32.0,0.7725,1.0,5.239430873989504,0.7725,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0338_k99_155756,Industrial,Industrial,Industrial,preVC_102,Clustered,VC_102_0,3.0,0.1939,0.99710208,3.924233011581783,0.1934,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0338_k99_155757,Industrial,Industrial,Industrial,preVC_423,Clustered,VC_423_0,14.0,0.7633,1.0,7.744440421159,0.7633,0.9011,1.0,1.0,2.0,Lytic
ind-DNK_MH0338_k99_4600,Industrial,Industrial,Industrial,,Overlap (VC_189/VC_191),,,,,,,,,,,Lytic
ind-DNK_MH0339_k99_151946,Industrial,Industrial,Industrial,preVC_480,Clustered,VC_480_0,2.0,0.1676,0.90336082,6.855654600401044,0.1514,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0339_k99_3730_1,Industrial,Industrial,Industrial,preVC_403,Clustered,VC_403_3,26.0,0.4371,1.0,8.205181042308565,0.4371,0.9108,1.0,1.0,0.0,Temperate
ind-DNK_MH0339_k99_79347_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0340_k99_121961,Industrial,Industrial,Industrial,preVC_500,Clustered,VC_500_0,2.0,0.1789,0.90037769,0.0,0.1611,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0340_k99_155521,Industrial,Industrial,Industrial,,Overlap (VC_376/VC_377),,,,,,,,,,,Lytic
ind-DNK_MH0340_k99_155523,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0341_k99_14754_1,Industrial,Industrial,Industrial,preVC_235,Clustered,VC_235_4,7.0,0.3056,1.0,3.25392585998407,0.3056,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0341_k99_25793_1,Industrial,Industrial,Industrial,preVC_33,Clustered,VC_33_0,5.0,0.3537,0.99999994,4.212450882422242,0.3537,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0342_k99_100877,Industrial,Industrial,Industrial,preVC_501,Clustered,VC_501_0,14.0,0.8042,1.0,4.838072414040173,0.8042,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0342_k99_50937,Industrial,Industrial,Industrial,preVC_105,Clustered,VC_105_0,31.0,0.8203,1.0,4.894978314162693,0.8203,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0342_k99_83718_1,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_8,36.0,0.3807,1.0,7.639099576686823,0.3807,0.8905,0.0,0.0,0.0,Temperate
ind-DNK_MH0343_k99_18847,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0343_k99_52271,Industrial,Industrial,Industrial,,Overlap (VC_1/VC_13),,,,,,,,,,,Lytic
ind-DNK_MH0343_k99_86520,Industrial,Industrial,Industrial,preVC_365,Clustered,VC_365_0,7.0,0.7483,1.0,1.9302994782356968,0.7483,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0346_k99_119140,Industrial,Industrial,Industrial,preVC_46,Clustered,VC_46_0,22.0,0.6138,1.0,6.074278555221193,0.6138,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0347_k99_106145_1,Industrial,Industrial,Industrial,preVC_147,Clustered,VC_147_0,4.0,0.6169,0.99995837,3.447743633688201,0.6169,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0347_k99_107281,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-DNK_MH0347_k99_107283,Industrial,Industrial,Industrial,preVC_214,Clustered,VC_214_0,12.0,0.9966,0.99624919,3.766283536781652,0.9928,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0347_k99_107284,Industrial,Industrial,Industrial,preVC_242,Clustered,VC_242_0,57.0,0.8677,1.0,6.615995275635601,0.8677,1.0,1.0,1.0,14.0,Lytic
ind-DNK_MH0347_k99_107285,Industrial,Industrial,Industrial,preVC_511,Clustered,VC_511_0,2.0,1.0,0.0,3.872983346207417,0.0,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0347_k99_82448,Industrial,Industrial,Industrial,preVC_476,Clustered,VC_476_0,13.0,0.5584,1.0,6.992429207499834,0.5584,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0347_k99_88299_1,Industrial,Industrial,Industrial,preVC_403,Clustered,VC_403_3,26.0,0.4371,1.0,8.205181042308565,0.4371,0.9108,1.0,1.0,0.0,Temperate
ind-DNK_MH0347_k99_91458,Industrial,Industrial,Industrial,preVC_184,Clustered,VC_184_0,42.0,0.8932,1.0,1.1402171316751837,0.8932,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0348_k99_37478_1,Industrial,Industrial,Industrial,preVC_31,Clustered,VC_31_2,8.0,0.1613,1.0,7.528694399452041,0.1613,0.7857,1.0,1.0,1.0,Temperate
ind-DNK_MH0348_k99_48304_1,Industrial,Industrial,Industrial,preVC_153,Clustered,VC_153_0,2.0,0.0893,0.91218542,3.0,0.0814,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0348_k99_86436,Industrial,Industrial,Industrial,preVC_438,Clustered,VC_438_0,11.0,0.5457,1.0,5.942096128984539,0.5457,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0348_k99_86437,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0348_k99_86439,Industrial,Industrial,Industrial,preVC_136,Clustered,VC_136_0,33.0,0.8906,1.0,4.124918548970179,0.8906,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0349_k99_163723,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0349_k99_163724,Industrial,Industrial,Industrial,preVC_103,Clustered,VC_103_0,38.0,0.7091,1.0,5.341678186294121,0.7091,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0349_k99_163728,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0350_k99_108556,Industrial,Industrial,Industrial,preVC_77,Clustered,VC_77_11,4.0,0.0539,0.99997167,8.230193645128153,0.0539,0.6667,0.0,0.0,0.0,Lytic
ind-DNK_MH0350_k99_58311_1,Industrial,Industrial,Industrial,preVC_117,Clustered,VC_117_0,7.0,0.7101,1.0,4.539356695075629,0.7101,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0350_k99_83901,Industrial,Industrial,Industrial,preVC_189,Clustered,VC_189_0,6.0,0.3516,1.0,1.004737854124365,0.3516,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0351_k99_13375,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0351_k99_15145_1,Industrial,Industrial,Industrial,preVC_515,Clustered,VC_515_0,6.0,0.5414,1.0,6.183837100933667,0.5414,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0351_k99_72822,Industrial,Industrial,Industrial,,Overlap (VC_376/VC_377),,,,,,,,,,,Lytic
ind-DNK_MH0351_k99_72829,Industrial,Industrial,Industrial,preVC_136,Clustered,VC_136_0,33.0,0.8906,1.0,4.124918548970179,0.8906,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0354_k99_61920_1,Industrial,Industrial,Industrial,preVC_298,Clustered,VC_298_0,6.0,0.4413,1.0,8.196653212372784,0.4413,0.8,0.0,0.0,0.0,Temperate
ind-DNK_MH0355_k99_195816_1,Industrial,Industrial,Industrial,preVC_248,Clustered,VC_248_1,7.0,0.437,1.0,8.14626204822072,0.437,0.7619,0.0,0.0,0.0,Temperate
ind-DNK_MH0355_k99_218519,Industrial,Industrial,Industrial,preVC_101,Clustered,VC_101_0,32.0,0.9165,1.0,3.9767114765506895,0.9165,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0355_k99_218528,Industrial,Industrial,Industrial,,Overlap (VC_135/VC_136),,,,,,,,,,,Lytic
ind-DNK_MH0355_k99_218565,Industrial,Industrial,Industrial,preVC_521,Clustered,VC_521_0,4.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0355_k99_62344_1,Industrial,Industrial,Industrial,preVC_94,Clustered,VC_94_0,14.0,0.7377,1.0,4.166279367711533,0.7377,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0356_k99_148628,Industrial,Industrial,Industrial,,Overlap (VC_317/VC_319),,,,,,,,,,,Lytic
ind-DNK_MH0356_k99_36117,Industrial,Industrial,Industrial,preVC_31,Clustered,VC_31_2,8.0,0.1613,1.0,7.528694399452041,0.1613,0.7857,1.0,1.0,1.0,Lytic
ind-DNK_MH0356_k99_66832,Industrial,Industrial,Industrial,preVC_493,Clustered,VC_493_0,13.0,0.6014,1.0,6.024603080009037,0.6014,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0357_k99_192664,Industrial,Industrial,Industrial,,Overlap (VC_528/VC_531),,,,,,,,,,,Lytic
ind-DNK_MH0357_k99_192673,Industrial,Industrial,Industrial,,Overlap (VC_537/VC_538),,,,,,,,,,,Lytic
ind-DNK_MH0357_k99_30122_1,Industrial,Industrial,Industrial,preVC_143,Clustered,VC_143_0,20.0,0.4533,1.0,6.3262370313421865,0.4533,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0358_k99_1465_1,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Temperate
ind-DNK_MH0358_k99_61721_1,Industrial,Industrial,Industrial,preVC_38,Clustered,VC_38_0,13.0,0.5998,1.0,3.881003808287095,0.5998,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0358_k99_87480_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0358_k99_94981,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_4,11.0,0.1568,1.0,7.662669966118577,0.1568,0.8727,0.0,0.0,0.0,Lytic
ind-DNK_MH0358_k99_94982,Industrial,Industrial,Industrial,preVC_45,Clustered,VC_45_0,23.0,0.7621,1.0,5.63299317366044,0.7621,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0359_k99_117719,Industrial,Industrial,Industrial,preVC_47,Clustered,VC_47_0,9.0,0.2768,1.0,4.722722732116102,0.2768,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0359_k99_117720,Industrial,Industrial,Industrial,preVC_375,Clustered,VC_375_1,15.0,0.3635,1.0,5.877623419851712,0.3635,0.9619,0.0,0.0,0.0,Lytic
ind-DNK_MH0359_k99_117721,Industrial,Industrial,Industrial,preVC_538,Clustered,VC_538_0,32.0,0.5169,1.0,7.645105203402121,0.5169,0.8448,1.0,2.0,6.0,Lytic
ind-DNK_MH0359_k99_36521_1,Industrial,Industrial,Industrial,preVC_204,Clustered,VC_204_0,13.0,0.8421,1.0,4.425822946930632,0.8421,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0359_k99_36645_1,Industrial,Industrial,Industrial,preVC_117,Clustered,VC_117_0,7.0,0.7101,1.0,4.539356695075629,0.7101,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0359_k99_40345_1,Industrial,Industrial,Industrial,preVC_306,Clustered,VC_306_0,4.0,0.2412,0.99996186,3.7269844136320742,0.2412,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0359_k99_69023_1,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Temperate
ind-DNK_MH0359_k99_77778,Industrial,Industrial,Industrial,preVC_103,Clustered,VC_103_0,38.0,0.7091,1.0,5.341678186294121,0.7091,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0359_k99_87715_1,Industrial,Industrial,Industrial,preVC_296,Clustered,VC_296_0,4.0,0.7108,0.99993766,4.475800781414354,0.7108,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0360_k99_1769_1,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_8,36.0,0.3807,1.0,7.639099576686823,0.3807,0.8905,0.0,0.0,0.0,Temperate
ind-DNK_MH0360_k99_25337,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Lytic
ind-DNK_MH0360_k99_29246,Industrial,Industrial,Industrial,preVC_211,Clustered,VC_211_0,9.0,0.8682,1.0,0.7519741058851521,0.8682,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0360_k99_34020_1,Industrial,Industrial,Industrial,preVC_396,Clustered,VC_396_0,8.0,0.4552,1.0,6.248550156631359,0.4552,1.0,1.0,1.0,1.0,Temperate
ind-DNK_MH0360_k99_57848_1,Industrial,Industrial,Industrial,preVC_453,Clustered,VC_453_0,30.0,0.7621,1.0,6.056539624625881,0.7621,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0360_k99_91313,Industrial,Industrial,Industrial,preVC_103,Clustered,VC_103_0,38.0,0.7091,1.0,5.341678186294121,0.7091,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0360_k99_91314,Industrial,Industrial,Industrial,,Overlap (VC_486/VC_491),,,,,,,,,,,Lytic
ind-DNK_MH0360_k99_91315,Industrial,Industrial,Industrial,preVC_213,Clustered,VC_213_0,32.0,0.7725,1.0,5.239430873989504,0.7725,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0361_k99_101048,Industrial,Industrial,Industrial,preVC_544,Clustered,VC_544_0,16.0,0.9567,1.0,0.325,0.9567,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0361_k99_48982_1,Industrial,Industrial,Industrial,preVC_137,Clustered,VC_137_0,6.0,0.9455,1.0,1.9920299511844,0.9455,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0361_k99_59054_1,Industrial,Industrial,Industrial,preVC_368,Clustered,VC_368_0,10.0,0.5937,1.0,4.352107873644013,0.5937,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0361_k99_7707,Industrial,Industrial,Industrial,preVC_96,Clustered,VC_96_0,40.0,0.8309,1.0,4.911738881642996,0.8309,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0361_k99_83677_1,Industrial,Industrial,Industrial,preVC_546,Clustered,VC_546_0,7.0,0.7116,1.0,3.400455724422522,0.7116,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0362_k99_154597,Industrial,Industrial,Industrial,preVC_278,Clustered,VC_278_0,3.0,0.7848,0.9278018,0.0,0.7281,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0362_k99_154598,Industrial,Industrial,Industrial,preVC_314,Clustered,VC_314_0,20.0,0.9907,0.99999998,1.4864764664585168,0.9907,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0363_k99_132904,Industrial,Industrial,Industrial,preVC_101,Clustered,VC_101_0,32.0,0.9165,1.0,3.9767114765506895,0.9165,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0363_k99_14400_1,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Temperate
ind-DNK_MH0364_k99_168514,Industrial,Industrial,Industrial,,Overlap (VC_104/VC_105),,,,,,,,,,,Lytic
ind-DNK_MH0364_k99_51069,Industrial,Industrial,Industrial,preVC_549,Clustered,VC_549_0,7.0,0.4788,1.0,7.053386547487618,0.4788,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0364_k99_74438,Industrial,Industrial,Industrial,preVC_255,Clustered,VC_255_0,6.0,0.2347,1.0,2.7620452447580197,0.2347,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0364_k99_9429_1,Industrial,Industrial,Industrial,preVC_266,Clustered,VC_266_0,21.0,0.9255,1.0,3.9268050050573575,0.9255,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0365_k99_130580,Industrial,Industrial,Industrial,preVC_254,Clustered,VC_254_0,32.0,0.916,1.0,1.3639119772167403,0.916,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0365_k99_134490,Industrial,Industrial,Industrial,preVC_375,Clustered,VC_375_0,15.0,0.3893,1.0,4.924025898113856,0.3893,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0365_k99_134494,Industrial,Industrial,Industrial,preVC_136,Clustered,VC_136_0,33.0,0.8906,1.0,4.124918548970179,0.8906,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0366_k99_119223_1,Industrial,Industrial,Industrial,preVC_48,Clustered,VC_48_0,5.0,0.169,0.99999993,7.728220705306687,0.169,0.7,0.0,0.0,0.0,Temperate
ind-DNK_MH0366_k99_146587,Industrial,Industrial,Industrial,preVC_55,Clustered,VC_55_2,32.0,0.4332,1.0,7.902760567283339,0.4332,0.9577,0.0,0.0,0.0,Lytic
ind-DNK_MH0366_k99_22787,Industrial,Industrial,Industrial,preVC_555,Clustered,VC_555_0,5.0,0.9539,0.99983316,2.7703459901773497,0.9537,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0366_k99_37814_1,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Temperate
ind-DNK_MH0367_k99_122972_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-DNK_MH0367_k99_34141_1,Industrial,Industrial,Industrial,,Overlap (VC_229/VC_417),,,,,,,,,,,Temperate
ind-DNK_MH0367_k99_47004_1,Industrial,Industrial,Industrial,preVC_77,Clustered,VC_77_11,4.0,0.0539,0.99997167,8.230193645128153,0.0539,0.6667,0.0,0.0,0.0,Temperate
ind-DNK_MH0367_k99_65489_1,Industrial,Industrial,Industrial,preVC_144,Clustered,VC_144_0,4.0,0.285,0.99996923,5.481529045981978,0.285,1.0,0.0,0.0,0.0,Temperate
ind-DNK_MH0368_k99_141935,Industrial,Industrial,Industrial,preVC_558,Clustered,VC_558_0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0368_k99_142569,Industrial,Industrial,Industrial,preVC_437,Clustered,VC_437_0,12.0,0.9157,1.0,1.247450288656703,0.9157,1.0,0.0,0.0,0.0,Lytic
ind-DNK_MH0369_k99_101032_1,Industrial,Industrial,Industrial,,Overlap (VC_78/VC_219),,,,,,,,,,,Temperate
ind-DNK_MH0369_k99_172683,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-DNK_MH0369_k99_172692,Industrial,Industrial,Industrial,preVC_143,Clustered,VC_143_0,20.0,0.4533,1.0,6.3262370313421865,0.4533,1.0,0.0,0.0,0.0,Lytic
